,Region/Country/Area,Year,Data,Enrollments (Thousands)
391,Western Asia,2015,Gross enrollment ratio - Secondary (male),85.2
392,Western Asia,2015,Gross enrollment ratio - Secondary (female),78.1
393,Western Asia,2015,Students enrolled in tertiary education (thousands),"11,219"
394,Western Asia,2015,Gross enrollment ratio - Tertiary (male),51.6
395,Western Asia,2015,Gross enrollment ratio - Tertiary (female),50.0
396,Western Asia,2016,Students enrolled in primary education (thousands),"26,731"
397,Western Asia,2016,Gross enrollement ratio - Primary (male),103.0
398,Western Asia,2016,Gross enrollment ratio - Primary (female),96.4
399,Western Asia,2016,Students enrolled in secondary education (thousands),"25,410"
400,Western Asia,2016,Gross enrollment ratio - Secondary (male),85.2
401,Western Asia,2016,Gross enrollment ratio - Secondary (female),78.2
402,Western Asia,2016,Students enrolled in tertiary education (thousands),"11,272"
403,Western Asia,2016,Gross enrollment ratio - Tertiary (male),52.2
404,Western Asia,2016,Gross enrollment ratio - Tertiary (female),50.5
405,Europe,2005,Students enrolled in primary education (thousands),"38,461"
406,Europe,2005,Gross enrollement ratio - Primary (male),102.3
407,Europe,2005,Gross enrollment ratio - Primary (female),101.5
408,Europe,2005,Students enrolled in secondary education (thousands),"65,270"
409,Europe,2005,Gross enrollment ratio - Secondary (male),98.1
410,Europe,2005,Gross enrollment ratio - Secondary (female),98.0
411,Europe,2005,Students enrolled in tertiary education (thousands),"32,142"
412,Europe,2005,Gross enrollment ratio - Tertiary (male),55.3
413,Europe,2005,Gross enrollment ratio - Tertiary (female),70.9
414,Europe,2010,Students enrolled in primary education (thousands),"36,749"
415,Europe,2010,Gross enrollement ratio - Primary (male),102.7
416,Europe,2010,Gross enrollment ratio - Primary (female),102.1
417,Europe,2010,Students enrolled in secondary education (thousands),"58,629"
418,Europe,2010,Gross enrollment ratio - Secondary (male),101.8
419,Europe,2010,Gross enrollment ratio - Secondary (female),101.0
420,Europe,2010,Students enrolled in tertiary education (thousands),"33,676"
421,Europe,2010,Gross enrollment ratio - Tertiary (male),60.1
422,Europe,2010,Gross enrollment ratio - Tertiary (female),77.3
423,Europe,2014,Students enrolled in primary education (thousands),"38,128"
424,Europe,2014,Gross enrollement ratio - Primary (male),102.1
425,Europe,2014,Gross enrollment ratio - Primary (female),102.2
426,Europe,2014,Students enrolled in secondary education (thousands),"57,900"
427,Europe,2014,Gross enrollment ratio - Secondary (male),108.5
428,Europe,2014,Gross enrollment ratio - Secondary (female),108.1
429,Europe,2014,Students enrolled in tertiary education (thousands),"30,627"
430,Europe,2014,Gross enrollment ratio - Tertiary (male),63.2
431,Europe,2014,Gross enrollment ratio - Tertiary (female),77.6
432,Europe,2015,Students enrolled in primary education (thousands),"38,485"
433,Europe,2015,Gross enrollement ratio - Primary (male),101.6
434,Europe,2015,Gross enrollment ratio - Primary (female),101.7
435,Europe,2015,Students enrolled in secondary education (thousands),"57,455"
436,Europe,2015,Gross enrollment ratio - Secondary (male),108.7
437,Europe,2015,Gross enrollment ratio - Secondary (female),108.2
438,Europe,2015,Students enrolled in tertiary education (thousands),"29,627"
439,Europe,2015,Gross enrollment ratio - Tertiary (male),63.0
440,Europe,2015,Gross enrollment ratio - Tertiary (female),77.4
441,Europe,2016,Students enrolled in primary education (thousands),"39,170"
442,Europe,2016,Gross enrollement ratio - Primary (male),102.3
443,Europe,2016,Gross enrollment ratio - Primary (female),102.4
444,Europe,2016,Students enrolled in secondary education (thousands),"57,166"
445,Europe,2016,Gross enrollment ratio - Secondary (male),108.7
446,Europe,2016,Gross enrollment ratio - Secondary (female),108.4
447,Europe,2016,Students enrolled in tertiary education (thousands),"28,974"
448,Europe,2016,Gross enrollment ratio - Tertiary (male),63.4
449,Europe,2016,Gross enrollment ratio - Tertiary (female),77.6
450,Oceania,2005,Students enrolled in primary education (thousands),"3,142"
451,Oceania,2005,Gross enrollement ratio - Primary (male),91.7
452,Oceania,2005,Gross enrollment ratio - Primary (female),89.7
453,Oceania,2005,Students enrolled in secondary education (thousands),"3,575"
454,Oceania,2005,Gross enrollment ratio - Secondary (male),112.8
455,Oceania,2005,Gross enrollment ratio - Secondary (female),109.5
456,Oceania,2005,Students enrolled in tertiary education (thousands),"1,658"
457,Oceania,2005,Gross enrollment ratio - Tertiary (male),58.7
458,Oceania,2005,Gross enrollment ratio - Tertiary (female),73.4
459,Oceania,2010,Students enrolled in primary education (thousands),"3,596"
460,Oceania,2010,Gross enrollement ratio - Primary (male),101.5
461,Oceania,2010,Gross enrollment ratio - Primary (female),98.5
462,Oceania,2010,Students enrolled in secondary education (thousands),"3,776"
463,Oceania,2010,Gross enrollment ratio - Secondary (male),115.9
464,Oceania,2010,Gross enrollment ratio - Secondary (female),108.2
465,Oceania,2010,Students enrolled in tertiary education (thousands),"2,014"
466,Oceania,2010,Gross enrollment ratio - Tertiary (male),62.5
467,Oceania,2010,Gross enrollment ratio - Tertiary (female),84.5
468,Oceania,2014,Students enrolled in primary education (thousands),"4,346"
469,Oceania,2014,Gross enrollement ratio - Primary (male),109.5
470,Oceania,2014,Gross enrollment ratio - Primary (female),105.6
471,Oceania,2014,Students enrolled in secondary education (thousands),"3,844"
472,Oceania,2014,Gross enrollment ratio - Secondary (male),116.4
473,Oceania,2014,Gross enrollment ratio - Secondary (female),104.6
474,Oceania,2014,Students enrolled in tertiary education (thousands),"2,172"
475,Oceania,2014,Gross enrollment ratio - Tertiary (male),63.4
476,Oceania,2014,Gross enrollment ratio - Tertiary (female),89.6
477,Oceania,2015,Students enrolled in primary education (thousands),"4,350"
478,Oceania,2015,Gross enrollement ratio - Primary (male),107.4
479,Oceania,2015,Gross enrollment ratio - Primary (female),103.8
480,Oceania,2015,Students enrolled in secondary education (thousands),"3,844"
481,Oceania,2015,Gross enrollment ratio - Secondary (male),116.3
482,Oceania,2015,Gross enrollment ratio - Secondary (female),103.7
483,Oceania,2015,Students enrolled in tertiary education (thousands),"2,207"
484,Oceania,2015,Gross enrollment ratio - Tertiary (male),64.2
485,Oceania,2015,Gross enrollment ratio - Tertiary (female),91.6
486,Oceania,2016,Students enrolled in primary education (thousands),"4,424"
487,Oceania,2016,Gross enrollement ratio - Primary (male),107.0
488,Oceania,2016,Gross enrollment ratio - Primary (female),103.4
489,Oceania,2016,Students enrolled in secondary education (thousands),"3,792"
490,Oceania,2016,Gross enrollment ratio - Secondary (male),113.7
491,Oceania,2016,Gross enrollment ratio - Secondary (female),100.9
492,Oceania,2016,Students enrolled in tertiary education (thousands),"2,223"
493,Oceania,2016,Gross enrollment ratio - Tertiary (male),65.4
494,Oceania,2016,Gross enrollment ratio - Tertiary (female),92.6
495,Afghanistan,2004,Students enrolled in primary education (thousands),"4,430"
496,Afghanistan,2004,Gross enrollement ratio - Primary (male),149.7
497,Afghanistan,2004,Gross enrollment ratio - Primary (female),65.0
498,Afghanistan,2004,Students enrolled in secondary education (thousands),594
499,Afghanistan,2004,Gross enrollment ratio - Secondary (male),29.4
500,Afghanistan,2004,Gross enrollment ratio - Secondary (female),6.1
501,Afghanistan,2004,Students enrolled in tertiary education (thousands),28
502,Afghanistan,2004,Gross enrollment ratio - Tertiary (male),1.9
503,Afghanistan,2004,Gross enrollment ratio - Tertiary (female),0.5
504,Afghanistan,2005,Students enrolled in primary education (thousands),"4,319"
505,Afghanistan,2005,Gross enrollement ratio - Primary (male),126.9
506,Afghanistan,2005,Gross enrollment ratio - Primary (female),74.5
507,Afghanistan,2005,Students enrolled in secondary education (thousands),651
508,Afghanistan,2005,Gross enrollment ratio - Secondary (male),28.6
509,Afghanistan,2005,Gross enrollment ratio - Secondary (female),9.3
510,Afghanistan,2009,Students enrolled in primary education (thousands),"4,946"
511,Afghanistan,2009,Gross enrollement ratio - Primary (male),118.5
512,Afghanistan,2009,Gross enrollment ratio - Primary (female),78.7
513,Afghanistan,2009,Students enrolled in secondary education (thousands),"1,716"
514,Afghanistan,2009,Gross enrollment ratio - Secondary (male),61.0
515,Afghanistan,2009,Gross enrollment ratio - Secondary (female),29.4
516,Afghanistan,2009,Students enrolled in tertiary education (thousands),95
517,Afghanistan,2009,Gross enrollment ratio - Tertiary (male),6.1
518,Afghanistan,2009,Gross enrollment ratio - Tertiary (female),1.4
519,Afghanistan,2010,Students enrolled in primary education (thousands),"5,279"
520,Afghanistan,2010,Gross enrollement ratio - Primary (male),120.6
521,Afghanistan,2010,Gross enrollment ratio - Primary (female),82.7
522,Afghanistan,2010,Students enrolled in secondary education (thousands),"2,044"
523,Afghanistan,2010,Gross enrollment ratio - Secondary (male),68.6
524,Afghanistan,2010,Gross enrollment ratio - Secondary (female),34.3
525,Afghanistan,2014,Students enrolled in primary education (thousands),"6,218"
526,Afghanistan,2014,Gross enrollement ratio - Primary (male),125.7
527,Afghanistan,2014,Gross enrollment ratio - Primary (female),88.1
528,Afghanistan,2014,Students enrolled in secondary education (thousands),"2,603"
529,Afghanistan,2014,Gross enrollment ratio - Secondary (male),68.6
530,Afghanistan,2014,Gross enrollment ratio - Secondary (female),38.6
531,Afghanistan,2014,Students enrolled in tertiary education (thousands),263
532,Afghanistan,2014,Gross enrollment ratio - Tertiary (male),13.0
533,Afghanistan,2014,Gross enrollment ratio - Tertiary (female),3.6
534,Afghanistan,2015,Students enrolled in primary education (thousands),"6,334"
535,Afghanistan,2015,Gross enrollement ratio - Primary (male),126.2
536,Afghanistan,2015,Gross enrollment ratio - Primary (female),87.2
537,Afghanistan,2015,Students enrolled in secondary education (thousands),"2,699"
538,Afghanistan,2015,Gross enrollment ratio - Secondary (male),68.4
539,Afghanistan,2015,Gross enrollment ratio - Secondary (female),38.6
540,Afghanistan,2017,Students enrolled in primary education (thousands),"6,401"
541,Afghanistan,2017,Gross enrollement ratio - Primary (male),124.0
542,Afghanistan,2017,Gross enrollment ratio - Primary (female),84.3
543,Afghanistan,2017,Students enrolled in secondary education (thousands),"2,924"
544,Afghanistan,2017,Gross enrollment ratio - Secondary (male),69.6
545,Afghanistan,2017,Gross enrollment ratio - Secondary (female),39.7
546,Albania,2005,Students enrolled in primary education (thousands),238
547,Albania,2005,Gross enrollement ratio - Primary (male),101.6
548,Albania,2005,Gross enrollment ratio - Primary (female),100.6
549,Albania,2005,Students enrolled in secondary education (thousands),407
550,Albania,2005,Gross enrollment ratio - Secondary (male),80.2
551,Albania,2005,Gross enrollment ratio - Secondary (female),76.4
552,Albania,2005,Students enrolled in tertiary education (thousands),63
553,Albania,2005,Gross enrollment ratio - Tertiary (male),19.1
554,Albania,2005,Gross enrollment ratio - Tertiary (female),27.2
555,Albania,2010,Students enrolled in primary education (thousands),225
556,Albania,2010,Gross enrollement ratio - Primary (male),94.6
557,Albania,2010,Gross enrollment ratio - Primary (female),93.0
558,Albania,2010,Students enrolled in secondary education (thousands),356
559,Albania,2010,Gross enrollment ratio - Secondary (male),89.1
560,Albania,2010,Gross enrollment ratio - Secondary (female),88.1
561,Albania,2010,Students enrolled in tertiary education (thousands),122
562,Albania,2010,Gross enrollment ratio - Tertiary (male),38.6
563,Albania,2010,Gross enrollment ratio - Tertiary (female),51.6
564,Albania,2014,Students enrolled in primary education (thousands),196
565,Albania,2014,Gross enrollement ratio - Primary (male),108.6
566,Albania,2014,Gross enrollment ratio - Primary (female),106.7
567,Albania,2014,Students enrolled in secondary education (thousands),333
568,Albania,2014,Gross enrollment ratio - Secondary (male),99.9
569,Albania,2014,Gross enrollment ratio - Secondary (female),92.5
570,Albania,2014,Students enrolled in tertiary education (thousands),174
571,Albania,2014,Gross enrollment ratio - Tertiary (male),56.7
572,Albania,2014,Gross enrollment ratio - Tertiary (female),86.3
573,Albania,2015,Students enrolled in primary education (thousands),188
574,Albania,2015,Gross enrollement ratio - Primary (male),111.2
575,Albania,2015,Gross enrollment ratio - Primary (female),108.2
576,Albania,2015,Students enrolled in secondary education (thousands),315
577,Albania,2015,Gross enrollment ratio - Secondary (male),99.3
578,Albania,2015,Gross enrollment ratio - Secondary (female),92.0
579,Albania,2015,Students enrolled in tertiary education (thousands),161
580,Albania,2015,Gross enrollment ratio - Tertiary (male),53.3
581,Albania,2015,Gross enrollment ratio - Tertiary (female),81.7
582,Albania,2016,Students enrolled in primary education (thousands),180
583,Albania,2016,Gross enrollement ratio - Primary (male),111.1
584,Albania,2016,Gross enrollment ratio - Primary (female),108.3
585,Albania,2016,Students enrolled in secondary education (thousands),294
586,Albania,2016,Gross enrollment ratio - Secondary (male),98.3
